3.2596	1.4977	-1
3.9733	1.2995	-1
2.0559	1.5692	-1
2.0003	2.4876	-1
-1.433	4.1727	-1
2.736	1.4522	-1
3.2213	1.8164	-1
1.1169	2.7368	-1
3.0756	1.876	-1
4.233	1.8611	-1
1.7545	1.3696	-1
-0.013697	3.4021	-1
-1.8125	3.7279	-1
3.1985	1.4717	-1
3.7219	1.6497	-1
6.5987	-0.90453	-1
1.6526	2.5429	-1
3.411	0.80101	-1
1.4463	1.1633	-1
-0.40609	2.9147	-1
-2.3464	4.0932	-1
3.5569	0.88555	-1
1.3775	2.1822	-1
1.8302	2.1668	-1
1.2729	2.5786	-1
3.8178	0.9253	-1
-0.1874	3.1409	-1
4.4543	1.8561	-1
3.8682	0.38504	-1
3.8808	0.70663	-1
4.3979	0.63303	-1
-0.84319	3.6321	-1
2.9111	2.1483	-1
2.8468	1.7678	-1
3.4103	0.73863	-1
0.85554	2.2335	-1
1.041	1.6109	-1
1.3735	2.41	-1
-1.6788	4.1465	-1
0.30509	2.5557	-1
-1.4886	2.9386	-1
-0.055809	2.7711	-1
6.4104	1.1708	-1
-1.8625	3.762	-1
2.5482	2.4398	-1
3.1559	1.213	-1
2.627	1.178	-1
1.7082	2.2861	-1
3.5674	2.0486	-1
3.9152	1.3076	-1
4.6491	0.75631	-1
5.6708	0.52511	-1
0.061791	3.0318	-1
1.2081	2.5924	-1
6.9007	-0.69261	-1
0.72671	2.3956	-1
2.1009	1.1804	-1
3.8696	1.8903	-1
5.0801	0.49566	-1
0.054071	2.9494	-1
1.0256	1.6037	-1
0.92011	2.383	-1
-0.081168	3.714	-1
-0.57223	3.5472	-1
1.8969	1.7443	-1
-3.6016	4.2363	-1
-0.79873	2.4659	-1
0.71875	2.4494	-1
3.99	0.21419	-1
-1.639	3.9712	-1
1.2183	2.6337	-1
0.60314	2.3337	-1
2.7394	1.3204	-1
1.7908	1.6519	-1
-1.5971	4.2292	-1
2.5919	1.8414	-1
-1.0325	2.8065	-1
4.3466	1.123	-1
0.19167	3.3291	-1
1.5514	1.9774	-1
4.0268	1.7344	-1
3.3673	1.6003	-1
6.0591	-0.030592	-1
1.0617	1.9497	-1
5.0557	0.10459	-1
3.5683	1.5205	-1
4.7118	1.0197	-1
-3.259	3.5108	-1
1.7142	1.9381	-1
2.0577	1.6351	-1
1.1802	3.0966	-1
0.33617	2.474	-1
2.1626	1.7231	-1
2.5487	1.483	-1
4.0608	1.8411	-1
2.3562	2.2061	-1
2.4336	2.1022	-1
1.8124	1.8966	-1
3.7776	2.1659	-1
1.9765	1.6886	-1
6.1651	0.80369	-1
3.4169	1.2154	-1
-0.91572	2.6547	-1
1.1091	2.7592	-1
3.8067	1.5126	-1
5.2402	0.55267	-1
0.18143	1.8273	-1
6.4031	0.54552	-1
-1.7688	3.6445	-1
1.0665	3.5298	-1
3.5366	1.5701	-1
3.8043	1.4031	-1
2.703	2.2049	-1
0.85146	2.1109	-1
-0.288	3.5905	-1
2.0769	1.2497	-1
0.72522	2.8044	-1
3.0195	1.6271	-1
9.1435	0.25636	-1
4.0408	1.8423	-1
1.57	1.5989	-1
1.3054	2.8856	-1
-1.5694	2.8133	-1
0.32345	3.0523	-1
8.5686	-0.44213	-1
4.7302	1.2808	-1
3.0037	1.1209	-1
2.9213	1.6484	-1
3.927	1.2207	-1
3.3318	2.1718	-1
0.45837	2.2085	-1
-0.27142	3.0778	-1
-0.53464	2.9259	-1
-1.0691	3.7854	-1
-0.80165	3.3673	-1
-0.0091185	2.8976	-1
1.6784	1.537	-1
0.8265	2.6076	-1
2.0895	1.5409	-1
-4.5622	4.6912	-1
1.6451	1.7955	-1
2.4177	0.92337	-1
3.7099	1.1682	-1
0.1347	3.0934	-1
-0.69734	3.1461	-1
-0.3834	3.768	-1
2.5188	2.0461	-1
2.5551	2.7181	-1
2.7738	1.5726	-1
2.288	1.7471	-1
1.275	1.9679	-1
2.8029	1.897	-1
2.1869	1.3896	-1
0.98959	2.758	-1
4.3783	1.1905	-1
4.012	0.74658	-1
3.6898	0.96074	-1
-0.63827	2.7346	-1
0.55278	1.7296	-1
2.6477	1.9921	-1
1.548	2.3376	-1
6.2476	1.3856	-1
4.9361	0.82851	-1
1.5275	2.734	-1
3.7968	1.5993	-1
-0.20401	2.8887	-1
-0.60766	3.5565	-1
-2.4544	4.6459	-1
6.1753	0.65561	-1
1.462	1.5224	-1
1.2788	1.7182	-1
0.69773	3.2284	-1
-1.3313	3.3359	-1
2.8656	1.8622	-1
0.055828	3.3782	-1
1.7329	1.9762	-1
2.9074	1.6337	-1
1.4859	2.497	-1
3.0949	2.0886	-1
1.403	1.9166	-1
2.7825	1.5582	-1
5.2978	1.6466	-1
3.3678	1.3463	-1
2.7314	1.6303	-1
1.5585	2.258	-1
1.125	2.2904	-1
2.2791	3.206	-1
4.6553	1.0661	-1
0.42596	3.1298	-1
-0.80863	2.2694	-1
6.5763	1.0289	-1
-1.7898	3.3465	-1
1.3871	1.5378	-1
3.0447	1.6575	-1
1.6984	2.0985	-1
1.5248	1.9833	-1
5.017	-0.063551	-1
6.9956	0.045253	-1
-1.7684	3.6197	-1
-0.53967	2.1401	-1
-0.58911	3.7919	-1
2.4061	1.7586	-1
-0.57023	2.2668	-1
2.7327	1.2357	-1
2.6428	1.841	-1
3.8394	0.77481	-1
3.852	1.125	-1
0.4426	2.3872	-1
4.0176	1.6338	-1
3.1172	1.5216	-1
4.0005	1.0059	-1
1.8809	1.6102	-1
4.9416	1.2291	-1
-1.2883	3.4094	-1
-0.20147	2.5874	-1
1.2979	1.9405	-1
0.91817	2.6499	-1
3.1539	1.3323	-1
-0.57755	3.1788	-1
3.2623	2.3255	-1
4.7789	1.1704	-1
-0.0092509	3.1482	-1
2.8535	1.6163	-1
-2.7215	3.7484	-1
0.64936	2.7812	-1
3.9986	1.8364	-1
1.3341	1.9238	-1
2.2753	1.0273	-1
2.5126	1.8208	-1
2.1538	2.7713	-1
1.2947	2.4363	-1
1.7948	2.2612	-1
3.7603	1.1013	-1
2.2897	2.2435	-1
2.3143	1.279	-1
3.5386	1.0849	-1
2.0321	2.0891	-1
-2.7237	3.8434	-1
0.93038	1.5339	-1
-0.51576	3.675	-1
2.1692	1.3902	-1
3.0882	2.3496	-1
0.47709	2.2856	-1
3.5522	0.43305	-1
6.2601	0.16305	-1
-0.7818	3.2004	-1
-3.5492	4.3132	-1
6.4112	0.37552	-1
5.945	0.52009	-1
-2.9737	3.9205	-1
-1.0487	4.0308	-1
2.7087	2.2723	-1
6.9422	0.2987	-1
3.3871	1.5648	-1
-0.17959	3.1195	-1
4.5854	1.509	-1
1.4807	1.7865	-1
3.0202	1.8545	-1
0.43809	2.7346	-1
-0.4877	2.9023	-1
3.1718	1.7571	-1
7.4648	0.16487	-1
3.5188	1.9715	-1
0.11998	2.3055	-1
-3.9754	4.3974	-1
6.425	0.10096	-1
1.2653	1.9913	-1
0.50639	2.5126	-1
-1.9908	3.0226	-1
2.5945	0.89947	-1
-3.8516	4.5469	-1
-1.127	3.3453	-1
1.1914	1.898	-1
4.6307	1.4715	-1
1.1503	2.8188	-1
4.4385	1.0307	-1
0.47004	2.603	-1
2.4437	1.5911	-1
2.5044	2.7222	-1
4.2104	1.0665	-1
3.4524	5.3391	1
5.4961	4.5956	1
3.3677	5.7413	1
7.4584	4.2353	1
5.7991	3.8204	1
5.3679	4.3165	1
5.0249	4.3488	1
3.993	5.6203	1
3.8134	5.6184	1
5.3334	4.3927	1
6.234	4.1923	1
4.9594	4.8412	1
0.20162	6.8311	1
3.6001	6.3684	1
7.517	4.1921	1
5.1714	5.1186	1
2.2792	6.6096	1
2.2639	6.0741	1
4.5493	5.5086	1
7.4607	3.6943	1
6.3708	4.101	1
1.0732	6.7836	1
4.8514	4.2932	1
8.4282	3.7607	1
4.8289	5.6787	1
2.7656	6.6416	1
9.6382	3.1322	1
3.3823	5.848	1
3.5083	4.2946	1
4.9775	4.944	1
7.1541	4.5525	1
5.3265	4.6113	1
8.5162	3.0998	1
5.7766	5.0142	1
5.321	4.9729	1
4.121	5.1186	1
6.0782	5.437	1
2.0367	6.4738	1
6.235	4.769	1
5.7771	4.3448	1
7.9614	3.24	1
6.4453	4.0661	1
11.922	3.4631	1
6.1838	4.2973	1
4.267	5.2905	1
3.3546	6.4592	1
3.9808	5.1357	1
6.0764	4.1851	1
3.5275	6.3767	1
4.8244	5.009	1
3.2872	5.4917	1
7.4131	3.2937	1
5.23	5.4316	1
3.2515	5.9001	1
7.0115	3.9292	1
10.676	2.8009	1
0.57432	7.2764	1
3.6092	5.0065	1
1.025	6.6749	1
4.0116	5.4651	1
5.0577	4.782	1
5.3097	5.8656	1
6.8309	4.9507	1
3.2744	5.9119	1
6.9589	4.2771	1
4.2714	4.9175	1
4.7722	5.3008	1
1.7061	6.8176	1
4.1307	6.2577	1
3.2411	5.8393	1
2.1422	5.5024	1
6.5228	3.7192	1
0.82951	6.8021	1
5.7184	5.4298	1
5.6814	5.6594	1
4.2226	5.0647	1
5.1408	4.895	1
5.9496	5.1891	1
-0.50609	6.9062	1
2.5012	6.5357	1
4.9346	5.2388	1
9.955	3.3945	1
3.2998	5.4848	1
2.6396	5.3706	1
5.9833	4.7951	1
6.7097	3.9809	1
3.3665	5.5539	1
7.5009	3.9402	1
6.3153	4.5489	1
6.3414	3.6925	1
2.9864	5.5083	1
5.5473	3.9782	1
9.4753	2.6895	1
0.26478	7.0154	1
4.1363	5.5252	1
12.321	2.0471	1
7.9455	2.9563	1
8.2202	4.2198	1
5.4412	4.7523	1
4.5568	4.9259	1
6.3263	4.7921	1
7.5633	3.6249	1
0.58843	7.6646	1
3.0838	5.6087	1
4.3274	6.4322	1
2.4115	6.5395	1
2.9446	5.0847	1
8.5336	4.0969	1
5.5657	4.1205	1
3.604	5.2531	1
3.8944	5.3221	1
3.296	5.6175	1
3.7833	5.3526	1
8.1573	3.6615	1
5.1812	5.2922	1
4.0707	6.0576	1
5.6665	5.5928	1
7.3803	4.4081	1
3.0379	6.6359	1
5.0305	4.6793	1
6.2977	5.2877	1
-2.1629	7.413	1
0.64819	6.864	1
3.5572	5.5644	1
6.8873	4.9467	1
